-183.512, 78.101, 1.581,  1.765
-183.504, 78.049, 1.585,  1.798
-183.495, 77.996, 1.589,  1.831
-183.486, 77.944, 1.594,  1.864
-183.477, 77.892, 1.599,  1.897
-183.468, 77.839, 1.604,  1.930
-183.458, 77.786, 1.610,  1.963
-183.449, 77.733, 1.616,  1.996
-183.440, 77.680, 1.623,  2.029
-183.430, 77.626, 1.629,  2.062
-183.421, 77.572, 1.636,  2.095
-183.411, 77.518, 1.643,  2.128
-183.402, 77.464, 1.649,  2.161
-183.392, 77.410, 1.656,  2.194
-183.382, 77.355, 1.663,  2.227
-183.372, 77.301, 1.669,  2.260
-183.362, 77.246, 1.676,  2.293
-183.352, 77.191, 1.682,  2.326
-183.342, 77.135, 1.688,  2.359
-183.332, 77.080, 1.694,  2.392
-183.321, 77.024, 1.701,  2.425
-183.311, 76.968, 1.707,  2.458
-183.301, 76.912, 1.712,  2.491
-183.290, 76.856, 1.718,  2.524
-183.280, 76.799, 1.724,  2.557
-183.269, 76.743, 1.730,  2.590
-183.259, 76.686, 1.736,  2.623
-183.248, 76.629, 1.742,  2.656
-183.237, 76.571, 1.748,  2.689
-183.226, 76.514, 1.754,  2.722
-183.215, 76.456, 1.761,  2.755
-183.205, 76.398, 1.767,  2.788
-183.194, 76.340, 1.773,  2.821
-183.183, 76.282, 1.779,  2.854
-183.172, 76.224, 1.786,  2.887
-183.160, 76.165, 1.792,  2.920
-183.149, 76.106, 1.798,  2.953
-183.138, 76.047, 1.805,  2.986
-183.127, 75.988, 1.811,  3.019
-183.116, 75.928, 1.817,  3.052
-183.104, 75.869, 1.824,  3.085
-183.093, 75.809, 1.830,  3.118
-183.081, 75.749, 1.837,  3.151
-183.070, 75.688, 1.843,  3.184
-183.059, 75.628, 1.850,  3.217
-183.047, 75.567, 1.856,  3.250
-183.036, 75.506, 1.863,  3.283
-183.024, 75.445, 1.869,  3.316
-183.012, 75.384, 1.876,  3.349
-183.001, 75.322, 1.882,  3.382
-182.989, 75.260, 1.889,  3.415
-182.977, 75.198, 1.895,  3.448
-182.966, 75.136, 1.902,  3.481
-182.954, 75.073, 1.908,  3.514
-182.942, 75.011, 1.915,  3.547
-182.930, 74.948, 1.922,  3.580
-182.918, 74.885, 1.928,  3.613
-182.907, 74.821, 1.935,  3.646
-182.895, 74.758, 1.942,  3.679
-182.883, 74.694, 1.948,  3.712
-182.871, 74.630, 1.955,  3.745
-182.859, 74.566, 1.962,  3.778
-182.847, 74.501, 1.968,  3.811
-182.835, 74.437, 1.975,  3.844
-182.823, 74.372, 1.982,  3.877
-182.811, 74.307, 1.989,  3.910
-182.799, 74.241, 1.996,  3.943
-182.787, 74.176, 2.003,  3.976
-182.775, 74.110, 2.010,  4.009
-182.763, 74.044, 2.016,  4.042
-182.751, 73.977, 2.023,  4.075
-182.739, 73.911, 2.030,  4.108
-182.727, 73.844, 2.037,  4.141
-182.715, 73.777, 2.044,  4.174
-182.703, 73.710, 2.051,  4.207
-182.691, 73.642, 2.058,  4.240
-182.679, 73.574, 2.065,  4.273
-182.668, 73.507, 2.072,  4.306
-182.656, 73.438, 2.079,  4.339
-182.644, 73.370, 2.086,  4.372
-182.632, 73.301, 2.093,  4.405
-182.620, 73.232, 2.101,  4.438
-182.608, 73.163, 2.108,  4.471
-182.596, 73.094, 2.115,  4.504
-182.584, 73.024, 2.122,  4.537
-182.572, 72.954, 2.129,  4.570
-182.560, 72.884, 2.137,  4.603
-182.548, 72.813, 2.144,  4.636
-182.536, 72.743, 2.151,  4.669
-182.525, 72.672, 2.158,  4.702
-182.513, 72.601, 2.166,  4.735
-182.501, 72.529, 2.173,  4.768
-182.489, 72.458, 2.180,  4.801
-182.477, 72.386, 2.188,  4.834
-182.466, 72.314, 2.195,  4.867
-182.454, 72.241, 2.203,  4.900
-182.442, 72.168, 2.210,  4.933
-182.431, 72.096, 2.218,  4.966
-182.419, 72.022, 2.225,  4.999
-182.408, 71.949, 2.233,  5.032
-182.396, 71.875, 2.240,  5.065
-182.385, 71.801, 2.248,  5.098
-182.373, 71.727, 2.255,  5.131
-182.362, 71.652, 2.263,  5.164
-182.350, 71.578, 2.270,  5.197
-182.339, 71.503, 2.278,  5.230
-182.327, 71.427, 2.286,  5.263
-182.316, 71.352, 2.293,  5.296
-182.305, 71.276, 2.301,  5.329
-182.294, 71.200, 2.309,  5.362
-182.283, 71.124, 2.317,  5.395
-182.271, 71.047, 2.324,  5.428
-182.260, 70.970, 2.332,  5.461
-182.249, 70.893, 2.340,  5.494
-182.238, 70.815, 2.348,  5.527
-182.227, 70.738, 2.356,  5.560
-182.216, 70.660, 2.363,  5.593
-182.206, 70.582, 2.371,  5.626
-182.195, 70.503, 2.379,  5.659
-182.184, 70.424, 2.387,  5.692
-182.173, 70.345, 2.395,  5.725
-182.163, 70.266, 2.403,  5.758
-182.152, 70.186, 2.411,  5.791
-182.142, 70.106, 2.419,  5.824
-182.131, 70.026, 2.427,  5.857
-182.121, 69.946, 2.435,  5.890
-182.110, 69.865, 2.444,  5.923
-182.100, 69.784, 2.452,  5.956
-182.090, 69.703, 2.460,  5.989
-182.079, 69.621, 2.468,  6.022
-182.069, 69.539, 2.476,  6.055
-182.059, 69.457, 2.485,  6.088
-182.049, 69.375, 2.493,  6.121
-182.039, 69.292, 2.501,  6.154
-182.029, 69.209, 2.510,  6.187
-182.019, 69.126, 2.518,  6.220
-182.010, 69.042, 2.527,  6.253
-182.000, 68.958, 2.535,  6.286
-181.990, 68.874, 2.543,  6.319
-181.981, 68.789, 2.552,  6.352
-181.971, 68.705, 2.560,  6.385
-181.962, 68.620, 2.569,  6.418
-181.952, 68.534, 2.578,  6.451
